"text id","sentence id","token id","score"
49,49,6,0.088
49,49,8,0.156
49,49,20,-0.03
49,50,3,0.469
49,50,7,-0.121
49,50,13,0.061
49,51,5,-0.129
49,52,5,0.219
49,52,11,0.471
49,52,14,0.097
49,52,17,-0.121
49,53,6,-0.188
49,53,12,0.324
49,54,4,-0.176
49,54,5,0.333
49,54,11,-0.097
49,54,13,0.032
49,54,23,0.265
49,55,2,-0.161
49,55,3,0.394
49,55,7,0.029
49,55,8,0.515
49,55,9,0.156
49,56,13,-0.188
49,56,17,-0.219
49,58,2,0.065
49,58,4,-0.062
49,58,6,0.062
49,58,8,0.121
49,58,10,-0.171
49,58,15,0.182
49,58,20,0.323
49,59,8,-0.125
49,59,12,-0.176
49,60,2,0.065
49,60,5,0.235
49,61,18,0.061
49,61,24,-0.121
49,61,25,0.382
49,62,0,0.265
49,62,1,0.059
49,62,4,0.059
49,62,5,0.062
49,63,4,0.156
49,64,7,-0.088
49,64,9,-0.059
49,64,12,0.176
49,64,14,-0.029
49,64,20,-0.25
49,64,22,-0.118
49,65,2,-0.125
49,65,7,0
49,65,13,0.094
49,66,3,-0.094
49,66,8,0.152
49,66,13,0.03
49,67,7,0.059
49,67,9,-0.485
49,67,15,-0.059
49,67,16,0.065
49,67,20,-0.161
49,67,24,0.529
49,68,4,-0.441
49,69,1,0.333
49,69,3,0.097
49,69,6,0.114
49,69,23,-0.152
49,70,7,0.4
49,70,9,0.029
49,70,11,0
49,70,12,0
49,71,5,0.229
49,71,8,-0.206
49,71,10,-0.065
49,71,11,-0.03
49,72,2,-0.5
49,72,5,0.353
49,72,13,-0.088
49,73,4,-0.265
49,73,20,-0.118
49,76,4,0.147
49,76,13,0.303
50,0,6,-0.061
50,2,5,0.438
50,2,10,-0.394
50,3,21,-0.206
50,3,23,0.129
50,4,3,0.25
50,4,22,0.176
50,4,25,-0.147
50,4,30,-0.182
50,5,23,-0.057
50,6,3,-0.088
50,6,9,-0.382
50,6,21,0.031
50,7,5,-0.062
50,7,16,-0.286
50,7,19,-0.171
50,9,6,0.094
50,9,8,-0.114
50,10,24,0.406
50,11,3,-0.429
50,11,13,-0.656
50,12,11,-0.394
50,13,4,-0.029
50,13,9,-0.152
50,13,12,0.143
50,13,20,0
50,14,4,-0.061
50,14,8,-0.242
50,14,18,0.057
50,14,22,-0.121
50,15,10,0
50,16,3,-0.182
50,16,28,-0.333
50,16,33,0.147
50,16,39,0.057
50,16,43,0.061
50,16,53,-0.118
50,17,2,-0.212
50,17,6,-0.312
50,18,2,-0.182
50,18,6,-0.5
50,19,4,0.206
50,19,16,-0.057
50,20,5,0.121
50,21,7,-0.182
50,21,16,-0.1
50,21,19,0.147
50,21,24,-0.171
50,22,14,-0.485
50,22,19,-0.2
50,23,10,-0.062
50,23,34,-0.406
50,23,36,-0.206
50,24,0,-0.182
50,24,12,0.029
50,24,15,0.121
50,24,19,-0.235
50,25,4,-0.086
50,27,6,-0.394
50,28,0,0.355
50,28,15,-0.091
50,28,28,-0.182
50,28,32,-0.059
50,29,14,0
50,29,18,0
50,29,24,0.219
50,29,26,0.333
50,30,10,-0.061
50,31,11,-0.364
50,31,15,0
50,32,3,-0.161
50,32,11,-0.152
50,32,13,-0.29
50,33,1,0.031
50,33,7,0.059
50,33,17,0.088
50,34,15,0.206
50,35,8,0.194
50,35,12,0.471
50,35,19,-0.394
50,36,11,-0.486
50,37,10,-0.242
50,37,14,-0.182
50,37,17,0.235
50,37,19,0.235
50,37,22,-0.176
50,38,5,0.094
51,0,22,0.559
51,0,40,0.091
51,1,13,-0.406
51,1,36,-0.562
51,2,11,-0.065
51,5,10,0.152
51,5,18,0.625
51,5,27,0.324
51,5,36,-0.412
51,5,39,0.094
51,5,45,0.514
51,6,17,-0.031
51,6,21,0.088
51,6,30,0.485
51,7,10,0.143
51,7,11,0.182
51,7,22,-0.294
51,8,3,-0.182
51,8,15,-0.294
51,8,22,-0.412
51,8,24,-0.438
51,9,4,0.235
51,9,9,0.188
51,15,8,0.5
51,15,16,-0.114
51,17,15,0.323
51,18,22,0
51,18,24,0.061
51,18,27,0.194
51,18,29,0.618
51,20,28,-0.147
51,21,13,0.088
51,21,15,-0.062
51,21,43,-0.065
51,21,44,-0.062
51,24,7,-0.094
51,24,28,0.229
51,27,12,0.382
51,27,15,0.412
51,31,9,-0.206
51,32,25,0.294
51,35,11,0.324
51,37,4,0.143
51,42,25,0.375
51,43,9,-0.382
51,43,22,-0.176
51,44,23,0.485
51,45,8,0
51,45,27,-0.118
51,46,18,0.471
51,46,34,0.412
51,46,40,-0.029
51,47,5,0.469
51,48,16,0.235
51,48,19,0.088
51,50,14,0.3
51,54,1,0.059
51,56,5,0.176
51,57,9,0.235
51,57,16,0.083
51,58,2,0.471
51,62,1,-0.455
51,62,3,-0.031
51,62,10,0.152
51,62,19,-0.061
51,67,6,0.303
51,68,3,-0.065
51,68,11,-0.065
51,68,13,0
51,68,21,-0.371
51,73,11,0.206
51,73,22,0.406
51,74,2,-0.147
51,76,7,0.406
51,80,8,-0.273
51,85,1,0.265
51,85,11,0.125
51,85,13,0.031
51,85,17,-0.286
51,86,3,-0.286
51,89,1,0.062
51,89,2,-0.086
51,92,15,-0.206
51,92,20,0.065
51,94,15,0.129
51,95,9,-0.242
51,95,11,-0.182
51,95,15,-0.125
51,95,31,-0.438
51,96,14,-0.029
51,96,18,-0.118
51,96,22,0.219
51,96,29,0.212
51,96,31,0.118
51,97,18,-0.061
51,97,29,-0.029
51,98,23,0.257
51,98,32,0.229
51,98,33,0.121
51,99,17,0.152
51,102,11,-0.161
51,102,16,0.516
51,106,7,-0.273
51,106,8,-0.324
51,107,2,0.125
51,109,12,-0.143
51,109,18,0.029
51,110,7,-0.152
51,111,5,-0.031
51,113,2,0.176
51,113,9,-0.235
51,114,9,-0.118
51,116,3,0.176
51,116,5,0.094
51,116,8,0.545
51,116,9,0
51,116,13,0
51,116,15,0.438
51,117,7,-0.286
51,117,27,-0.118
51,118,5,-0.031
51,121,5,-0.118
51,121,19,0.576
51,121,24,0.588
51,121,28,-0.515
51,121,32,-0.03
51,121,48,-0.29
51,121,52,0.094
51,123,21,0.059
51,123,25,0.212
51,123,27,0.273
51,125,1,-0.486
51,125,2,-0.303
51,125,14,-0.028
51,125,17,0.529
51,125,38,0.176
51,125,40,0.061
51,125,41,0.086
51,125,43,0.324
51,125,64,0.057
51,127,12,0.057
51,127,15,-0.114
51,132,7,0
51,132,19,-0.364
51,132,21,-0.441
51,132,27,-0.394
51,132,29,0.032
51,132,30,0.147
51,142,4,-0.029
51,142,27,-0.188
51,142,29,0.152
51,143,12,-0.353
51,144,13,-0.343
51,144,15,0.576
51,144,26,-0.226
51,144,30,-0.469
51,144,43,0.212
51,145,6,0.412
51,145,21,0.088
51,146,3,-0.188
51,146,9,0.029
51,146,14,0.5
51,148,28,0.273
51,148,46,-0.516
51,149,3,-0.353
51,149,6,-0.265
51,149,11,-0.152
51,149,18,-0.121
51,150,7,-0.485
51,150,18,0.031
51,151,2,0.03
51,151,5,0.031
51,152,2,-0.286
51,152,4,-0.242
51,152,5,0.143
51,152,8,-0.088
51,152,9,0.394
51,152,14,0.412
51,155,7,-0.273
51,155,9,-0.062
51,155,19,0.176
51,155,30,0.29
51,155,53,0.057
51,155,54,-0.273
51,155,56,-0.03
51,155,60,0.375
51,155,63,-0.029
51,155,71,0.03
51,155,73,0.056
51,156,8,0.647
51,156,18,0.031
51,157,3,-0.441
51,157,19,-0.086
51,158,8,-0.382
51,159,4,0.353
51,159,13,0.059
51,159,14,0.182
51,160,3,0.2
51,160,9,-0.242
51,160,10,-0.229
51,160,14,-0.469
51,160,17,-0.032
51,160,18,0.219
51,161,8,-0.059
51,161,10,0.029
51,161,15,0.294
51,164,8,-0.226
51,165,6,0.312
51,165,16,-0.176
51,166,10,-0.324
51,167,10,0.303
51,167,40,0.25
51,167,42,0.378
51,167,52,-0.235
51,168,6,-0.212
51,168,8,0.353
51,168,11,-0.176
51,169,0,0.353
51,169,7,0.182
51,170,19,0.424
51,171,8,-0.059
51,172,4,0.03
51,174,2,0.382
51,174,20,0.121
51,174,24,0.086
51,174,28,0.412
51,174,31,-0.094
51,174,33,0.029
51,175,1,0.061
51,175,2,-0.188
51,175,4,0.194
51,175,7,-0.229
51,175,11,-0.088
51,175,25,-0.441
51,175,31,0.029
51,175,32,0
51,175,34,0.088
51,175,38,0.265
51,176,1,-0.235
51,176,4,0.091
51,176,7,0.355
51,176,9,0.333
51,176,16,0.379
51,176,20,-0.091
51,176,28,0.188
51,176,29,-0.212
51,178,11,-0.265
51,178,32,-0.182
51,179,6,0.25
51,180,4,-0.212
51,180,8,-0.029
51,181,5,0
51,181,6,0.031
51,181,12,0.091
51,181,25,0.375
51,181,33,0.394
51,182,18,0.176
51,182,25,-0.065
51,182,27,-0.147
51,182,45,-0.206
51,183,11,-0.361
51,183,15,-0.118
51,183,18,0.143
51,183,22,-0.125
51,183,26,0.441
51,183,39,-0.147
51,184,9,-0.212
51,184,12,0.484
51,184,14,0.516
51,184,22,0.167
51,185,6,-0.147
51,185,13,0.233
51,185,18,0.364
51,185,20,0.455
51,185,32,-0.281
51,185,42,-0.143
51,185,45,0.265
51,185,46,0.091
51,185,49,-0.061
51,185,52,0.286
51,185,53,0.484
51,186,9,0.364
51,186,14,0.206
51,187,22,-0.206
51,188,17,0.188
51,189,10,-0.469
51,189,17,-0.258
51,190,6,0.469
51,190,8,-0.147
51,191,3,-0.091
51,191,7,0.061
51,193,1,0.188
51,193,7,0.529
51,193,13,-0.212
51,193,15,0
51,195,2,-0.161
51,195,22,-0.686
51,195,25,-0.312
51,196,10,-0.059
51,197,5,0.091
51,197,14,0.182
51,197,27,0.242
51,199,8,-0.062
51,199,18,0.5
51,200,10,-0.161
51,201,4,-0.226
51,201,15,-0.206
51,202,4,0.286
51,202,16,0.235
51,204,1,-0.29
51,205,0,-0.29
51,208,2,-0.091
51,210,8,0.129
51,210,13,0.242
51,212,1,-0.133
51,213,24,-0.25
51,214,13,0.059
51,214,15,-0.412
51,215,1,-0.543
51,215,18,-0.226
51,215,21,-0.212
51,215,35,0.156
51,215,46,0
51,215,48,0.091
51,215,50,0.206
51,215,64,0.061
51,216,3,0.091
51,216,4,0.212
51,216,18,-0.324
51,216,22,0.176
51,218,2,-0.229
51,220,7,0.086
51,220,10,0.062
51,221,7,0.091
51,221,12,-0.176
51,222,29,0.455
51,222,37,0.382
51,222,53,0.265
51,222,55,0.344
52,0,5,-0.344
52,0,6,0.156
52,1,1,0.364
52,1,11,-0.121
52,1,13,0.121
52,1,18,0.121
52,3,5,-0.167
52,3,13,-0.065
52,10,3,-0.303
52,11,2,0.212
52,19,3,-0.062
52,19,9,0.281
52,19,14,0.265
52,19,17,-0.088
52,20,3,-0.161
52,20,14,0
52,22,16,0.03
52,22,23,0.333
52,23,10,-0.469
52,24,8,0.188
52,24,16,0.194
52,26,2,-0.4
52,26,3,-0.029
52,27,4,-0.353
52,28,2,0.344
52,32,13,0.032
52,32,16,-0.303
52,32,25,-0.441
52,32,29,-0.286
52,32,32,-0.469
52,37,0,0.515
52,43,5,-0.061
52,46,7,-0.344
52,48,8,0.125
52,48,23,0.182
52,48,25,-0.088
52,49,5,0.062
52,50,17,-0.091
52,51,5,-0.212
52,59,2,0.059
52,59,4,-0.242
52,61,8,0
52,68,5,-0.441
52,70,1,-0.647
52,71,1,-0.353
52,71,8,0.226
52,72,7,-0.118
52,73,5,-0.156
52,75,4,-0.515
52,81,4,-0.226
52,82,6,0.03
52,83,1,0.281
52,83,20,-0.229
52,86,13,0.182
52,87,9,0.2
52,87,12,0.094
52,87,18,0.485
52,87,23,0.343
52,87,26,0.121
52,91,13,0.375
52,97,4,-0.235
52,97,6,-0.029
52,105,3,-0.324
52,110,13,0.212
52,110,14,0.061
52,110,23,0.312
52,112,5,-0.156
52,115,8,0.235
52,117,11,-0.219
52,124,9,-0.257
52,125,6,0.03
52,125,12,-0.257
52,125,14,-0.235
52,127,22,-0.057
52,127,24,-0.147
52,128,9,-0.314
52,130,3,0.029
52,132,1,0.121
52,134,6,0.438
52,134,10,-0.059
52,134,13,-0.235
52,138,3,0.088
52,138,6,-0.265
52,138,20,0.531
52,138,27,-0.444
52,139,8,-0.031
52,141,4,-0.25
52,143,6,0.353
52,144,1,-0.091
52,145,10,0.118
52,151,3,-0.312
52,152,8,0.147
52,152,9,0.375
52,154,4,-0.156
52,154,7,0.088
52,156,4,-0.057
52,156,6,-0.5
52,158,5,-0.344
52,159,12,-0.061
52,160,2,-0.571
52,162,5,-0.4
52,163,4,-0.114
52,165,6,-0.212
52,165,9,-0.242
52,167,1,-0.121
52,169,3,-0.312
52,169,5,-0.333
52,173,5,-0.059
52,173,6,0.212
52,175,5,-0.242
52,176,4,-0.303
52,176,6,-0.531
52,177,1,0.265
52,178,5,0.206
52,178,7,0
52,179,4,0.303
52,179,7,-0.152
52,179,12,0.121
52,181,0,-0.061
52,182,7,-0.088
52,182,17,-0.314
52,183,5,-0.242
52,183,7,-0.094
52,183,11,-0.176
52,183,19,0.029
52,184,6,0.129
52,185,1,0.281
52,187,19,0
52,187,22,0.371
52,187,24,0
52,188,3,-0.303
52,188,10,0.176
52,191,9,0.343
52,192,9,-0.125
52,192,16,-0.543
52,192,18,-0.273
52,192,21,0.152
52,193,3,0.152
52,193,4,-0.5
52,193,8,-0.161
52,193,13,-0.212
52,195,5,-0.03
52,195,13,-0.156
52,201,5,-0.25
52,202,2,-0.531
52,206,11,0.091
52,213,5,-0.032
52,213,6,-0.242
52,213,19,-0.2
52,213,21,0
52,214,7,0.353
52,214,10,0.4
52,216,4,-0.333
52,216,12,0.114
52,216,13,-0.062
52,217,20,-0.212
52,217,21,-0.062
52,218,2,-0.438
52,218,14,-0.125
52,219,7,-0.235
52,219,16,-0.242
52,219,17,0.406
52,220,4,-0.441
52,220,9,0
52,221,4,0.062
52,222,7,0.286
52,222,8,-0.121
52,223,5,0.133
52,223,7,-0.242
52,223,9,-0.118
52,224,11,-0.353
52,224,13,-0.2
52,225,1,0.375
52,225,4,0
52,225,5,0.257
52,226,4,0.222
52,229,1,-0.065
52,229,13,0.031
52,230,1,0.061
52,230,5,-0.212
52,230,7,-0.097
52,231,5,-0.188
52,234,4,-0.344
52,234,11,-0.062
52,235,5,-0.222
52,237,9,-0.294
52,237,12,0.677
52,238,7,0.125
52,239,2,-0.355
52,240,2,0
52,241,4,0.031
52,242,3,-0.059
52,244,9,0.062
52,244,24,-0.171
52,247,1,0.438
52,248,2,-0.394
52,248,4,-0.265
52,248,6,-0.125
52,248,8,-0.1
52,249,5,-0.25
52,252,6,0
52,252,7,0
52,253,6,-0.273
52,253,7,-0.353
52,254,6,-0.455
52,254,7,-0.406
52,254,9,-0.367
52,254,11,-0.515
52,256,7,-0.324
52,258,10,-0.147
52,259,3,0.061
52,261,3,0.412
52,262,4,0
52,263,5,0.182
52,264,4,0.2
52,264,8,0.333
52,267,3,0.273
52,268,4,0.118
52,268,6,-0.062
52,269,3,-0.355
52,270,7,-0.167
52,271,0,-0.364
52,271,2,-0.257
52,274,4,-0.333
52,278,11,-0.515
52,278,14,-0.088
52,279,5,-0.062
52,281,12,0.406
52,289,1,-0.206
52,289,3,-0.375
52,292,8,0.118
52,296,3,0.371
52,297,1,0.375
52,299,2,-0.441
52,302,5,-0.514
52,302,9,0.229
52,302,10,0.094
52,302,11,0.121
52,303,7,-0.529
52,303,10,-0.176
52,304,2,-0.229
52,304,7,-0.156
52,311,3,0.281
52,311,18,-0.529
52,315,2,-0.529
52,322,7,-0.588
52,327,1,0.333
52,327,2,0.543
52,327,5,0.03
52,327,10,-0.457
52,327,13,-0.059
52,327,19,-0.031
52,328,12,-0.114
52,329,2,-0.424
52,331,4,0
53,1,2,-0.118
53,1,5,0.273
53,1,15,-0.088
53,2,9,-0.273
53,2,15,-0.333
53,2,20,0.088
53,2,21,0.065
53,2,25,0.091
53,4,5,0.273
53,4,15,-0.029
53,4,19,-0.091
53,4,24,0.471
53,5,9,-0.258
53,5,14,0.235
53,5,18,0.321
53,5,31,-0.032
53,5,43,-0.242
53,5,44,-0.206
53,6,8,-0.219
53,6,21,0.147
53,7,6,-0.294
53,7,17,0.059
53,8,2,-0.324
53,8,6,0.121
53,8,11,-0.143
53,8,22,0.059
53,9,3,0.118
53,9,18,-0.182
53,9,20,-0.086
53,9,40,-0.206
53,9,43,-0.088
53,10,4,-0.314
53,11,15,-0.353
53,12,4,0.03
53,13,7,0.344
53,14,16,0.441
53,15,8,-0.206
53,15,13,-0.156
53,15,24,-0.118
53,15,25,0.294
53,16,11,-0.029
53,16,14,0.029
53,16,18,-0.091
53,16,27,0.242
53,17,8,0.265
53,17,9,-0.029
53,17,32,0
53,17,36,0.121
53,18,12,0.152
53,18,14,-0.091
53,18,15,0.118
53,18,21,-0.485
53,19,3,-0.171
53,19,11,-0.235
53,19,19,-0.235
53,19,20,0.485
53,19,25,0.03
53,19,31,-0.364
53,21,2,-0.029
53,21,24,0.143
53,23,10,-0.088
53,23,11,0.088
53,24,7,-0.147
53,24,10,0.212
53,24,25,0.171
53,24,38,0.471
53,25,6,0
53,25,12,-0.152
53,25,14,-0.091
53,25,25,0.176
53,26,21,-0.147
53,26,24,-0.171
53,27,23,-0.032
53,27,36,-0.303
53,27,37,-0.088
53,27,40,-0.065
53,28,2,-0.152
53,28,16,0.182
53,28,23,-0.188
53,30,1,-0.057
53,31,0,0.121
53,32,5,0.188
53,33,6,0.152
53,33,10,-0.129
53,33,21,-0.091
53,33,26,-0.212
53,33,33,0.069
53,33,35,-0.059
53,34,3,-0.176
53,34,7,0.206
53,34,17,-0.061
53,34,18,-0.171
53,34,22,-0.057
53,34,25,-0.303
53,38,12,0.176
53,39,1,0.235
53,40,3,-0.206
53,40,17,0.294
53,40,33,0.212
53,41,10,-0.438
53,41,12,0.333
53,41,13,0.086
53,42,6,-0.091
53,43,5,-0.281
53,43,7,-0.147
53,43,22,0.353
53,43,24,0.152
53,43,35,0.029
53,43,38,0.059
53,43,39,-0.147
53,44,5,-0.097
53,44,17,0.212
53,44,46,0.455
53,45,20,0.281
53,45,36,-0.406
53,45,42,0.088
53,45,48,-0.278
53,45,50,0.156
53,46,13,-0.094
53,46,15,-0.257
53,46,17,-0.088
53,46,33,-0.257
53,47,1,-0.529
53,47,3,-0.088
53,47,7,-0.324
53,48,15,0.062
53,49,11,0.324
53,49,28,0.147
53,49,29,-0.061
53,49,45,0.242
53,50,5,0.029
53,50,13,0.029
53,51,3,-0.097
53,51,12,0.206
53,51,30,0.294
53,51,38,0.156
53,52,4,-0.312
53,52,9,-0.281
53,52,11,0.091
53,52,20,0.594
53,52,25,-0.147
53,52,26,0.273
53,53,4,0.059
53,53,23,-0.606
53,54,5,-0.088
53,54,13,-0.371
53,55,3,-0.152
53,56,6,0.057
53,56,10,0.273
53,56,22,-0.062
53,56,30,-0.229
53,58,5,-0.182
53,59,2,-0.324
53,59,19,0.03
53,60,21,-0.412
53,60,30,-0.265
53,60,34,-0.267
53,60,36,0.371
53,60,41,-0.083
53,60,47,0.118
53,61,4,-0.452
53,61,10,-0.548
53,62,3,0.206
53,63,5,0.091
53,64,5,0.062
53,64,9,0.265
53,64,18,-0.03
53,64,21,0.091
53,64,23,0.484
53,65,17,-0.312
53,66,7,-0.118
53,66,21,0
53,66,45,0.294
53,66,48,0.147
53,66,54,0.152
53,67,5,-0.029
53,68,4,0.088
53,68,13,0.097
53,68,23,0.121
53,68,43,0.094
53,68,45,0.152
53,68,57,0
53,68,63,0.094
53,68,65,-0.061
53,69,3,0.171
53,69,7,0.206
53,69,9,-0.156
53,70,9,0.152
53,70,13,-0.091
53,70,14,-0.324
53,70,19,-0.147
53,70,26,-0.161
53,71,1,-0.333
53,71,8,0.147
53,71,14,0.312
53,72,14,0.152
53,72,22,-0.091
53,72,24,0.031
53,72,25,0.088
53,72,31,0.219
53,72,42,-0.171
53,72,46,0.306
53,73,1,0.091
53,74,12,-0.441
53,74,14,-0.059
53,74,31,0.364
53,75,3,-0.091
53,75,5,-0.182
53,76,5,-0.176
53,81,2,0.125
53,81,8,-0.156
53,81,14,0.088
53,82,5,0.206
53,82,12,-0.143
53,82,15,0.455
53,82,22,0.188
53,83,4,0.083
53,83,21,-0.394
53,83,23,0.029
53,84,27,0.242
53,84,41,-0.2
53,85,2,-0.457
53,85,12,0.364
53,85,14,-0.29
53,85,26,0.121
53,86,5,0.156
53,87,20,-0.469
53,88,3,0
53,89,20,-0.294
53,92,1,0.061
53,92,7,0.057
53,92,27,-0.176
53,94,6,-0.091
53,94,17,-0.086
53,95,4,0.469
53,97,3,-0.143
53,97,13,-0.029
53,98,4,-0.125
53,98,6,-0.452
53,99,1,0.206
53,99,2,0.265
53,100,4,0.294
53,100,16,-0.147
53,100,33,0.528
53,101,7,0
53,101,8,0.485
53,101,14,-0.353
53,102,2,-0.343
53,102,10,0.086
53,102,38,-0.303
53,102,39,-0.182
53,102,41,-0.226
53,102,43,-0.235
53,103,4,-0.29
53,103,9,0.303
53,103,25,0.156
53,104,1,-0.059
53,104,19,-0.121
53,104,24,-0.059
53,104,27,0
53,104,33,0.129
53,105,7,0.324
53,106,8,0.344
53,106,20,-0.031
53,106,35,0.029
53,107,38,0.088
53,108,6,-0.152
53,108,32,-0.147
53,108,35,0.303
53,108,42,-0.086
53,109,5,0.061
53,109,13,0.167
53,109,21,0.686
53,109,27,0.091
53,109,40,-0.226
53,109,50,-0.529
53,110,2,0
53,110,11,-0.129
53,110,24,-0.182
53,111,9,-0.032
53,111,10,-0.118
53,111,11,-0.25
53,111,17,0.382
53,111,19,-0.194
53,112,8,0.182
53,112,11,0.206
53,113,11,0.324
53,113,14,-0.031
53,114,2,0
53,115,12,0.091
53,115,23,0.156
53,115,25,-0.147
53,116,2,-0.429
53,116,13,-0.062
53,116,15,-0.182
53,116,26,-0.091
53,117,3,0
53,118,2,0
53,118,5,0.054
53,119,19,-0.088
53,120,3,-0.029
53,120,20,-0.355
53,120,31,-0.152
53,120,37,0.219
53,121,2,-0.29
53,121,9,0.273
53,122,10,-0.265
53,123,5,0.121
53,123,25,0.032
53,123,40,0.455
53,123,44,-0.2
53,125,1,-0.054
53,125,8,-0.176
53,125,19,-0.371
53,125,21,-0.353
53,125,25,-0.118
53,126,1,-0.2
53,126,3,0.323
53,127,10,-0.083
53,127,14,-0.094
53,127,15,0.182
53,128,3,-0.167
53,128,5,-0.147
53,128,6,-0.273
53,129,1,-0.029
53,129,5,-0.176
53,129,7,0.088
53,129,12,0.219
53,130,5,0.125
53,131,8,0.061
53,131,20,0.062
53,132,6,0.176
53,132,13,0.118
53,133,2,-0.242
53,133,5,0.206
53,133,11,-0.353
53,133,14,-0.529
53,133,16,-0.312
53,133,21,-0.265
53,134,0,0.061
53,134,4,0.212
53,134,7,-0.265
53,134,16,0.182
53,134,20,-0.147
53,135,2,0
53,135,8,0.273
53,135,15,-0.061
53,136,2,-0.088
53,136,12,0.206
53,136,23,0.094
53,136,26,0.343
53,136,39,0.312
53,136,41,0.286
53,137,3,0.056
53,137,7,-0.545
53,137,14,-0.091
53,137,16,0.353
53,137,20,-0.057
53,137,24,0.059
53,137,31,-0.176
53,137,40,0.324
53,137,43,0.129
53,137,50,-0.273
53,138,1,0.333
53,138,26,0.353
53,138,31,0.114
53,138,41,-0.455
53,138,44,-0.061
53,138,62,0.029
53,139,5,0.333
53,139,6,-0.156
53,139,31,0.118
53,139,39,-0.219
53,140,21,0.265
53,140,24,0.091
53,140,29,0.061
53,140,35,0.062
53,141,2,0.091
53,141,4,0.139
53,141,7,0
53,141,13,0.118
53,141,21,-0.083
53,141,31,0.091
53,142,32,-0.069
53,142,42,-0.294
53,142,47,-0.059
53,142,49,-0.114
53,142,54,-0.088
53,143,5,-0.312
53,143,7,0.382
53,143,15,0.343
53,143,18,0.059
53,144,8,0.206
53,144,10,-0.441
53,144,12,0.455
53,144,19,-0.188
53,144,26,-0.382
53,145,4,0
53,145,28,-0.028
53,146,20,0.182
53,147,2,0.091
53,148,1,0.029
53,148,22,0.176
53,148,24,0.235
53,149,3,-0.062
53,149,18,0.194
53,149,20,-0.029
53,151,5,0.059
54,0,4,-0.25
54,1,11,-0.219
54,4,21,-0.061
54,5,2,-0.121
54,6,6,-0.286
54,6,10,0.206
54,6,14,-0.529
54,6,18,-0.471
54,6,24,0.167
54,7,3,0.147
54,8,26,0.258
54,8,29,-0.057
54,9,7,-0.333
54,10,2,0.273
54,10,10,-0.647
54,10,12,-0.212
54,10,14,-0.057
54,10,20,0.057
54,11,6,-0.324
54,11,22,0.176
54,11,25,-0.5
54,11,41,-0.182
54,11,46,0.056
54,12,9,-0.441
54,12,12,0.303
54,12,18,-0.152
54,12,32,0.147
54,14,3,0.219
54,14,20,-0.1
54,15,7,-0.059
54,18,12,-0.618
54,19,3,-0.029
54,20,13,-0.312
54,20,17,0.029
54,20,23,-0.028
54,22,1,-0.353
54,22,4,-0.152
54,22,13,-0.235
54,22,20,0.353
54,24,19,-0.294
54,24,23,0.032
54,24,29,0
54,26,1,-0.438
54,26,7,-0.412
54,27,5,0.312
54,27,20,-0.324
54,28,11,0.091
54,29,10,-0.406
54,29,16,0.281
54,31,3,-0.257
54,32,2,-0.219
54,32,4,-0.394
54,32,8,-0.382
54,32,10,-0.061
54,32,13,-0.152
54,32,17,-0.156
54,33,9,-0.312
54,33,12,0.03
54,33,14,0.371
54,33,17,-0.394
54,33,19,0.206
54,33,23,-0.152
54,34,10,-0.059
54,34,11,-0.188
54,35,0,-0.444
54,35,11,-0.324
54,36,4,-0.471
54,37,3,-0.059
54,37,10,0.206
54,37,23,0
54,38,3,-0.457
54,38,7,0.059
54,39,13,-0.029
54,39,16,-0.057
54,39,20,0.088
54,41,2,0.312
54,41,8,-0.429
54,41,11,0.281
54,42,10,-0.182
54,43,4,0.29
54,44,8,-0.125
54,45,5,0.176
54,46,6,-0.242
54,47,13,-0.088
54,48,0,0.03
54,48,8,0.182
54,48,10,-0.031
54,48,14,0.057
54,48,20,-0.029
54,49,6,-0.088
55,0,7,-0.235
55,0,11,0.471
55,2,10,-0.061
55,2,31,-0.061
55,3,3,-0.303
55,3,11,-0.118
55,4,19,-0.25
55,4,21,-0.156
55,4,22,0.333
55,4,29,0.212
55,4,30,-0.371
55,5,5,-0.062
55,5,6,-0.182
55,5,25,0.029
55,6,16,-0.281
55,6,17,0
55,7,16,-0.029
55,7,23,0.457
55,8,1,-0.143
55,8,3,-0.344
55,8,5,-0.065
55,8,14,-0.094
55,11,0,0
55,11,3,-0.118
55,12,2,-0.156
55,12,5,0.152
55,12,27,0.606
55,12,28,0.529
55,12,55,0.062
55,12,56,0.265
55,12,58,0.094
55,13,3,0.29
55,14,3,0
55,15,2,0.471
55,15,6,0.265
55,15,15,0
55,15,19,-0.121
55,15,21,0.143
55,15,22,0.091
55,15,25,0
55,16,4,-0.062
55,16,8,0.088
55,16,11,0.333
55,16,16,-0.094
55,16,18,0.294
55,16,31,0
55,17,5,0.059
55,18,1,0.469
55,18,6,-0.314
55,18,18,0.034
55,19,5,0.364
55,19,10,0.176
55,19,22,-0.147
55,19,24,0.324
55,19,35,0.118
55,21,20,-0.091
55,21,25,0.114
55,21,29,-0.125
55,22,1,-0.194
55,22,5,0.212
55,26,6,0.294
55,26,10,-0.111
55,26,23,0.424
55,26,34,0.235
55,27,20,0
55,28,9,0.152
55,28,13,0.212
55,28,15,0.091
55,28,25,0.061
55,28,31,-0.114
55,29,0,-0.121
55,29,4,-0.029
55,30,35,-0.114
55,30,40,0.182
55,31,16,0.343
55,31,17,0.333
55,32,11,0
55,32,18,0.176
55,32,21,0.412
55,32,29,0.419
